field,row,column,number,cone_size,date,year,doy,samp_id,depth_cm,resis_kpa
prairie-trees,3,3,N= 5,1/2 Inch,2020-03-16,2020,76,prairie-trees_5,10,724
prairie-trees,3,4,N= 6,1/2 Inch,2020-03-16,2020,76,prairie-trees_6,10,1138
prairie-trees,3,5,N= 7,1/2 Inch,2020-03-16,2020,76,prairie-trees_7,10,897
berries,1,1,N= 1,1/2 Inch,2020-03-16,2020,76,berries_1,10,862
berries,2,1,N= 2,1/2 Inch,2020-03-16,2020,76,berries_2,10,586
berries,3,1,N= 3,1/2 Inch,2020-03-16,2020,76,berries_3,10,621
vineyard,3,1,N= 1,1/2 Inch,2020-03-16,2020,76,vineyard_1,10,724
vineyard,2,1,N= 2,1/2 Inch,2020-03-16,2020,76,vineyard_2,10,1138
vineyard,1,1,N= 3,1/2 Inch,2020-03-16,2020,76,vineyard_3,10,518
vineyard,1,2,N= 4,1/2 Inch,2020-03-16,2020,76,vineyard_4,10,552
vineyard,2,2,N= 5,1/2 Inch,2020-03-16,2020,76,vineyard_5,10,621
vineyard,3,2,N= 6,1/2 Inch,2020-03-16,2020,76,vineyard_6,10,966
vineyard,3,3,N= 7,1/2 Inch,2020-03-16,2020,76,vineyard_7,10,656
vineyard,2,3,N= 8,1/2 Inch,2020-03-16,2020,76,vineyard_8,10,586
vineyard,1,3,N= 9,1/2 Inch,2020-03-16,2020,76,vineyard_9,10,586
broccoli,1,1,N= 1,1/2 Inch,2020-03-16,2020,76,broccoli_1,12.5,1070
broccoli,1,2,N= 2,1/2 Inch,2020-03-16,2020,76,broccoli_2,12.5,518
broccoli,1,3,N= 3,1/2 Inch,2020-03-16,2020,76,broccoli_3,12.5,1311
broccoli,1,4,N= 4,1/2 Inch,2020-03-16,2020,76,broccoli_4,12.5,862
broccoli,1,5,N= 5,1/2 Inch,2020-03-16,2020,76,broccoli_5,12.5,794
broccoli,2,5,N= 6,1/2 Inch,2020-03-16,2020,76,broccoli_6,12.5,1208
broccoli,2,4,N= 7,1/2 Inch,2020-03-16,2020,76,broccoli_7,12.5,897
broccoli,2,3,N= 8,1/2 Inch,2020-03-16,2020,76,broccoli_8,12.5,897
broccoli,2,2,N= 9,1/2 Inch,2020-03-16,2020,76,broccoli_9,12.5,1449
broccoli,2,1,N= 10,1/2 Inch,2020-03-16,2020,76,broccoli_10,12.5,1552
broccoli,3,1,N= 11,1/2 Inch,2020-03-16,2020,76,broccoli_11,12.5,1311
broccoli,3,3,N= 13,1/2 Inch,2020-03-16,2020,76,broccoli_13,12.5,932
broccoli,3,4,N= 15,1/2 Inch,2020-03-16,2020,76,broccoli_15,12.5,897
broccoli,3,5,N= 17,1/2 Inch,2020-03-16,2020,76,broccoli_17,12.5,1449
leafbag,2,3,N= 2,1/2 Inch,2020-03-16,2020,76,leafbag_2,12.5,1173
leafbag,3,3,N= 3,1/2 Inch,2020-03-16,2020,76,leafbag_3,12.5,1070
leafbag,4,3,N= 5,1/2 Inch,2020-03-16,2020,76,leafbag_5,12.5,NA
leafbag,4,3,N= 6,1/2 Inch,2020-03-16,2020,76,leafbag_6,12.5,1587
leafbag,5,2,N= 8,1/2 Inch,2020-03-16,2020,76,leafbag_8,12.5,1104
leafbag,4,2,N= 9,1/2 Inch,2020-03-16,2020,76,leafbag_9,12.5,794
leafbag,3,2,N= 10,1/2 Inch,2020-03-16,2020,76,leafbag_10,12.5,1000
leafbag,2,2,N= 11,1/2 Inch,2020-03-16,2020,76,leafbag_11,12.5,897
leafbag,1,2,N= 12,1/2 Inch,2020-03-16,2020,76,leafbag_12,12.5,1311
leafbag,1,1,N= 13,1/2 Inch,2020-03-16,2020,76,leafbag_13,12.5,380
leafbag,3,1,N= 14,1/2 Inch,2020-03-16,2020,76,leafbag_14,12.5,621
leafbag,4,1,N= 15,1/2 Inch,2020-03-16,2020,76,leafbag_15,12.5,862
leafbag,5,1,N= 16,1/2 Inch,2020-03-16,2020,76,leafbag_16,12.5,1104
OG,1,4,N= 1,1/2 Inch,2020-03-16,2020,76,OG_1,12.5,621
OG,2,4,N= 2,1/2 Inch,2020-03-16,2020,76,OG_2,12.5,518
OG,3,4,N= 3,1/2 Inch,2020-03-16,2020,76,OG_3,12.5,552
OG,4,4,N= 4,1/2 Inch,2020-03-16,2020,76,OG_4,12.5,586
OG,4,4,N= 6,1/2 Inch,2020-03-16,2020,76,OG_6,12.5,NA
OG,4,4,N= 7,1/2 Inch,2020-03-16,2020,76,OG_7,12.5,897
OG,4,3,N= 8,1/2 Inch,2020-03-16,2020,76,OG_8,12.5,656
OG,3,3,N= 9,1/2 Inch,2020-03-16,2020,76,OG_9,12.5,724
OG,2,3,N= 10,1/2 Inch,2020-03-16,2020,76,OG_10,12.5,932
OG,2,2,N= 11,1/2 Inch,2020-03-16,2020,76,OG_11,12.5,966
OG,3,2,N= 12,1/2 Inch,2020-03-16,2020,76,OG_12,12.5,1173
OG,4,1,N= 14,1/2 Inch,2020-03-16,2020,76,OG_14,12.5,1173
OG,3,1,N= 15,1/2 Inch,2020-03-16,2020,76,OG_15,12.5,759
OG,2,1,N= 17,1/2 Inch,2020-03-16,2020,76,OG_17,12.5,897
prairie-trees,2,1,N= 2,1/2 Inch,2020-03-16,2020,76,prairie-trees_2,12.5,1000
prairie-trees,3,1,N= 3,1/2 Inch,2020-03-16,2020,76,prairie-trees_3,12.5,1070
prairie-trees,3,2,N= 4,1/2 Inch,2020-03-16,2020,76,prairie-trees_4,12.5,552
prairie-trees,3,3,N= 5,1/2 Inch,2020-03-16,2020,76,prairie-trees_5,12.5,656
prairie-trees,3,4,N= 6,1/2 Inch,2020-03-16,2020,76,prairie-trees_6,12.5,932
prairie-trees,3,5,N= 7,1/2 Inch,2020-03-16,2020,76,prairie-trees_7,12.5,1000
berries,1,1,N= 1,1/2 Inch,2020-03-16,2020,76,berries_1,12.5,897
berries,2,1,N= 2,1/2 Inch,2020-03-16,2020,76,berries_2,12.5,656
berries,3,1,N= 3,1/2 Inch,2020-03-16,2020,76,berries_3,12.5,621
vineyard,3,1,N= 1,1/2 Inch,2020-03-16,2020,76,vineyard_1,12.5,828
vineyard,2,1,N= 2,1/2 Inch,2020-03-16,2020,76,vineyard_2,12.5,1276
vineyard,1,1,N= 3,1/2 Inch,2020-03-16,2020,76,vineyard_3,12.5,724
vineyard,1,2,N= 4,1/2 Inch,2020-03-16,2020,76,vineyard_4,12.5,1000
vineyard,2,2,N= 5,1/2 Inch,2020-03-16,2020,76,vineyard_5,12.5,759
vineyard,3,2,N= 6,1/2 Inch,2020-03-16,2020,76,vineyard_6,12.5,1000
vineyard,3,3,N= 7,1/2 Inch,2020-03-16,2020,76,vineyard_7,12.5,794
vineyard,2,3,N= 8,1/2 Inch,2020-03-16,2020,76,vineyard_8,12.5,724
vineyard,1,3,N= 9,1/2 Inch,2020-03-16,2020,76,vineyard_9,12.5,621
broccoli,1,1,N= 1,1/2 Inch,2020-03-16,2020,76,broccoli_1,15,1276
broccoli,1,2,N= 2,1/2 Inch,2020-03-16,2020,76,broccoli_2,15,759
broccoli,1,3,N= 3,1/2 Inch,2020-03-16,2020,76,broccoli_3,15,1070
broccoli,1,4,N= 4,1/2 Inch,2020-03-16,2020,76,broccoli_4,15,1070
broccoli,1,5,N= 5,1/2 Inch,2020-03-16,2020,76,broccoli_5,15,932
broccoli,2,5,N= 6,1/2 Inch,2020-03-16,2020,76,broccoli_6,15,1552
broccoli,2,4,N= 7,1/2 Inch,2020-03-16,2020,76,broccoli_7,15,1070
broccoli,2,3,N= 8,1/2 Inch,2020-03-16,2020,76,broccoli_8,15,1070
broccoli,2,2,N= 9,1/2 Inch,2020-03-16,2020,76,broccoli_9,15,1208
broccoli,2,1,N= 10,1/2 Inch,2020-03-16,2020,76,broccoli_10,15,1484
broccoli,3,1,N= 11,1/2 Inch,2020-03-16,2020,76,broccoli_11,15,1138
broccoli,3,3,N= 13,1/2 Inch,2020-03-16,2020,76,broccoli_13,15,1208
broccoli,3,4,N= 15,1/2 Inch,2020-03-16,2020,76,broccoli_15,15,1208
broccoli,3,5,N= 17,1/2 Inch,2020-03-16,2020,76,broccoli_17,15,1518
leafbag,2,3,N= 2,1/2 Inch,2020-03-16,2020,76,leafbag_2,15,1276
leafbag,3,3,N= 3,1/2 Inch,2020-03-16,2020,76,leafbag_3,15,1242
leafbag,4,3,N= 5,1/2 Inch,2020-03-16,2020,76,leafbag_5,15,NA
leafbag,4,3,N= 6,1/2 Inch,2020-03-16,2020,76,leafbag_6,15,1760
leafbag,5,2,N= 8,1/2 Inch,2020-03-16,2020,76,leafbag_8,15,1276
leafbag,4,2,N= 9,1/2 Inch,2020-03-16,2020,76,leafbag_9,15,966
leafbag,3,2,N= 10,1/2 Inch,2020-03-16,2020,76,leafbag_10,15,1070
leafbag,2,2,N= 11,1/2 Inch,2020-03-16,2020,76,leafbag_11,15,932
leafbag,1,2,N= 12,1/2 Inch,2020-03-16,2020,76,leafbag_12,15,1518
leafbag,1,1,N= 13,1/2 Inch,2020-03-16,2020,76,leafbag_13,15,380
leafbag,3,1,N= 14,1/2 Inch,2020-03-16,2020,76,leafbag_14,15,724
leafbag,4,1,N= 15,1/2 Inch,2020-03-16,2020,76,leafbag_15,15,862
leafbag,5,1,N= 16,1/2 Inch,2020-03-16,2020,76,leafbag_16,15,1242
OG,1,4,N= 1,1/2 Inch,2020-03-16,2020,76,OG_1,15,621
OG,2,4,N= 2,1/2 Inch,2020-03-16,2020,76,OG_2,15,518
OG,3,4,N= 3,1/2 Inch,2020-03-16,2020,76,OG_3,15,794
OG,4,4,N= 4,1/2 Inch,2020-03-16,2020,76,OG_4,15,932
OG,4,4,N= 6,1/2 Inch,2020-03-16,2020,76,OG_6,15,NA
OG,4,4,N= 7,1/2 Inch,2020-03-16,2020,76,OG_7,15,1414
OG,4,3,N= 8,1/2 Inch,2020-03-16,2020,76,OG_8,15,724
OG,3,3,N= 9,1/2 Inch,2020-03-16,2020,76,OG_9,15,724
OG,2,3,N= 10,1/2 Inch,2020-03-16,2020,76,OG_10,15,828
OG,2,2,N= 11,1/2 Inch,2020-03-16,2020,76,OG_11,15,1276
OG,3,2,N= 12,1/2 Inch,2020-03-16,2020,76,OG_12,15,1346
OG,4,1,N= 14,1/2 Inch,2020-03-16,2020,76,OG_14,15,1311
OG,3,1,N= 15,1/2 Inch,2020-03-16,2020,76,OG_15,15,897
OG,2,1,N= 17,1/2 Inch,2020-03-16,2020,76,OG_17,15,932
prairie-trees,2,1,N= 2,1/2 Inch,2020-03-16,2020,76,prairie-trees_2,15,932
prairie-trees,3,1,N= 3,1/2 Inch,2020-03-16,2020,76,prairie-trees_3,15,1414
prairie-trees,3,2,N= 4,1/2 Inch,2020-03-16,2020,76,prairie-trees_4,15,1138
prairie-trees,3,3,N= 5,1/2 Inch,2020-03-16,2020,76,prairie-trees_5,15,828
prairie-trees,3,4,N= 6,1/2 Inch,2020-03-16,2020,76,prairie-trees_6,15,794
prairie-trees,3,5,N= 7,1/2 Inch,2020-03-16,2020,76,prairie-trees_7,15,1138
berries,1,1,N= 1,1/2 Inch,2020-03-16,2020,76,berries_1,15,759
berries,2,1,N= 2,1/2 Inch,2020-03-16,2020,76,berries_2,15,724
berries,3,1,N= 3,1/2 Inch,2020-03-16,2020,76,berries_3,15,586
vineyard,3,1,N= 1,1/2 Inch,2020-03-16,2020,76,vineyard_1,15,966
vineyard,2,1,N= 2,1/2 Inch,2020-03-16,2020,76,vineyard_2,15,1276
vineyard,1,1,N= 3,1/2 Inch,2020-03-16,2020,76,vineyard_3,15,862
vineyard,1,2,N= 4,1/2 Inch,2020-03-16,2020,76,vineyard_4,15,966
vineyard,2,2,N= 5,1/2 Inch,2020-03-16,2020,76,vineyard_5,15,1070
vineyard,3,2,N= 6,1/2 Inch,2020-03-16,2020,76,vineyard_6,15,1138
vineyard,3,3,N= 7,1/2 Inch,2020-03-16,2020,76,vineyard_7,15,897
vineyard,2,3,N= 8,1/2 Inch,2020-03-16,2020,76,vineyard_8,15,794
vineyard,1,3,N= 9,1/2 Inch,2020-03-16,2020,76,vineyard_9,15,724
broccoli,1,1,N= 1,1/2 Inch,2020-03-16,2020,76,broccoli_1,17.5,1311
broccoli,1,2,N= 2,1/2 Inch,2020-03-16,2020,76,broccoli_2,17.5,897
broccoli,1,3,N= 3,1/2 Inch,2020-03-16,2020,76,broccoli_3,17.5,1138
broccoli,1,4,N= 4,1/2 Inch,2020-03-16,2020,76,broccoli_4,17.5,1104
broccoli,1,5,N= 5,1/2 Inch,2020-03-16,2020,76,broccoli_5,17.5,1104
broccoli,2,5,N= 6,1/2 Inch,2020-03-16,2020,76,broccoli_6,17.5,1932
broccoli,2,4,N= 7,1/2 Inch,2020-03-16,2020,76,broccoli_7,17.5,1449
broccoli,2,3,N= 8,1/2 Inch,2020-03-16,2020,76,broccoli_8,17.5,1552
broccoli,2,2,N= 9,1/2 Inch,2020-03-16,2020,76,broccoli_9,17.5,1346
broccoli,2,1,N= 10,1/2 Inch,2020-03-16,2020,76,broccoli_10,17.5,1587
broccoli,3,1,N= 11,1/2 Inch,2020-03-16,2020,76,broccoli_11,17.5,1138
broccoli,3,3,N= 13,1/2 Inch,2020-03-16,2020,76,broccoli_13,17.5,1414
broccoli,3,4,N= 15,1/2 Inch,2020-03-16,2020,76,broccoli_15,17.5,1518
broccoli,3,5,N= 17,1/2 Inch,2020-03-16,2020,76,broccoli_17,17.5,1622
leafbag,2,3,N= 2,1/2 Inch,2020-03-16,2020,76,leafbag_2,17.5,1276
leafbag,3,3,N= 3,1/2 Inch,2020-03-16,2020,76,leafbag_3,17.5,1518
leafbag,4,3,N= 5,1/2 Inch,2020-03-16,2020,76,leafbag_5,17.5,NA
leafbag,4,3,N= 6,1/2 Inch,2020-03-16,2020,76,leafbag_6,17.5,2242
leafbag,5,2,N= 8,1/2 Inch,2020-03-16,2020,76,leafbag_8,17.5,1552
leafbag,4,2,N= 9,1/2 Inch,2020-03-16,2020,76,leafbag_9,17.5,1208
leafbag,3,2,N= 10,1/2 Inch,2020-03-16,2020,76,leafbag_10,17.5,1000
leafbag,2,2,N= 11,1/2 Inch,2020-03-16,2020,76,leafbag_11,17.5,862
leafbag,1,2,N= 12,1/2 Inch,2020-03-16,2020,76,leafbag_12,17.5,1552
leafbag,1,1,N= 13,1/2 Inch,2020-03-16,2020,76,leafbag_13,17.5,310
leafbag,3,1,N= 14,1/2 Inch,2020-03-16,2020,76,leafbag_14,17.5,656
leafbag,4,1,N= 15,1/2 Inch,2020-03-16,2020,76,leafbag_15,17.5,932
leafbag,5,1,N= 16,1/2 Inch,2020-03-16,2020,76,leafbag_16,17.5,1449
OG,1,4,N= 1,1/2 Inch,2020-03-16,2020,76,OG_1,17.5,621
OG,2,4,N= 2,1/2 Inch,2020-03-16,2020,76,OG_2,17.5,621
OG,3,4,N= 3,1/2 Inch,2020-03-16,2020,76,OG_3,17.5,897
OG,4,4,N= 4,1/2 Inch,2020-03-16,2020,76,OG_4,17.5,1000
OG,4,4,N= 6,1/2 Inch,2020-03-16,2020,76,OG_6,17.5,NA
OG,4,4,N= 7,1/2 Inch,2020-03-16,2020,76,OG_7,17.5,1311
OG,4,3,N= 8,1/2 Inch,2020-03-16,2020,76,OG_8,17.5,759
OG,3,3,N= 9,1/2 Inch,2020-03-16,2020,76,OG_9,17.5,724
OG,2,3,N= 10,1/2 Inch,2020-03-16,2020,76,OG_10,17.5,897
OG,2,2,N= 11,1/2 Inch,2020-03-16,2020,76,OG_11,17.5,1173
OG,3,2,N= 12,1/2 Inch,2020-03-16,2020,76,OG_12,17.5,1173
OG,4,1,N= 14,1/2 Inch,2020-03-16,2020,76,OG_14,17.5,1484
OG,3,1,N= 15,1/2 Inch,2020-03-16,2020,76,OG_15,17.5,932
OG,2,1,N= 17,1/2 Inch,2020-03-16,2020,76,OG_17,17.5,828
prairie-trees,2,1,N= 2,1/2 Inch,2020-03-16,2020,76,prairie-trees_2,17.5,1208
prairie-trees,3,1,N= 3,1/2 Inch,2020-03-16,2020,76,prairie-trees_3,17.5,1760
prairie-trees,3,2,N= 4,1/2 Inch,2020-03-16,2020,76,prairie-trees_4,17.5,1484
prairie-trees,3,3,N= 5,1/2 Inch,2020-03-16,2020,76,prairie-trees_5,17.5,862
prairie-trees,3,4,N= 6,1/2 Inch,2020-03-16,2020,76,prairie-trees_6,17.5,759
prairie-trees,3,5,N= 7,1/2 Inch,2020-03-16,2020,76,prairie-trees_7,17.5,1208
berries,1,1,N= 1,1/2 Inch,2020-03-16,2020,76,berries_1,17.5,966
berries,2,1,N= 2,1/2 Inch,2020-03-16,2020,76,berries_2,17.5,966
berries,3,1,N= 3,1/2 Inch,2020-03-16,2020,76,berries_3,17.5,621
vineyard,3,1,N= 1,1/2 Inch,2020-03-16,2020,76,vineyard_1,17.5,1070
vineyard,2,1,N= 2,1/2 Inch,2020-03-16,2020,76,vineyard_2,17.5,1276
vineyard,1,1,N= 3,1/2 Inch,2020-03-16,2020,76,vineyard_3,17.5,897
vineyard,1,2,N= 4,1/2 Inch,2020-03-16,2020,76,vineyard_4,17.5,966
vineyard,2,2,N= 5,1/2 Inch,2020-03-16,2020,76,vineyard_5,17.5,1173
vineyard,3,2,N= 6,1/2 Inch,2020-03-16,2020,76,vineyard_6,17.5,1311
vineyard,3,3,N= 7,1/2 Inch,2020-03-16,2020,76,vineyard_7,17.5,1000
vineyard,2,3,N= 8,1/2 Inch,2020-03-16,2020,76,vineyard_8,17.5,724
vineyard,1,3,N= 9,1/2 Inch,2020-03-16,2020,76,vineyard_9,17.5,759
broccoli,1,1,N= 1,1/2 Inch,2020-03-16,2020,76,broccoli_1,20,1276
broccoli,1,2,N= 2,1/2 Inch,2020-03-16,2020,76,broccoli_2,20,1104
broccoli,1,3,N= 3,1/2 Inch,2020-03-16,2020,76,broccoli_3,20,1414
broccoli,1,4,N= 4,1/2 Inch,2020-03-16,2020,76,broccoli_4,20,1104
broccoli,1,5,N= 5,1/2 Inch,2020-03-16,2020,76,broccoli_5,20,1104
broccoli,2,5,N= 6,1/2 Inch,2020-03-16,2020,76,broccoli_6,20,1898
broccoli,2,4,N= 7,1/2 Inch,2020-03-16,2020,76,broccoli_7,20,1690
broccoli,2,3,N= 8,1/2 Inch,2020-03-16,2020,76,broccoli_8,20,1690
broccoli,2,2,N= 9,1/2 Inch,2020-03-16,2020,76,broccoli_9,20,2036
broccoli,2,1,N= 10,1/2 Inch,2020-03-16,2020,76,broccoli_10,20,1622
broccoli,3,1,N= 11,1/2 Inch,2020-03-16,2020,76,broccoli_11,20,1138
broccoli,3,3,N= 13,1/2 Inch,2020-03-16,2020,76,broccoli_13,20,1484
broccoli,3,4,N= 15,1/2 Inch,2020-03-16,2020,76,broccoli_15,20,1276
broccoli,3,5,N= 17,1/2 Inch,2020-03-16,2020,76,broccoli_17,20,1484
leafbag,2,3,N= 2,1/2 Inch,2020-03-16,2020,76,leafbag_2,20,1414
leafbag,3,3,N= 3,1/2 Inch,2020-03-16,2020,76,leafbag_3,20,1518
leafbag,4,3,N= 5,1/2 Inch,2020-03-16,2020,76,leafbag_5,20,NA
leafbag,4,3,N= 6,1/2 Inch,2020-03-16,2020,76,leafbag_6,20,1966
leafbag,5,2,N= 8,1/2 Inch,2020-03-16,2020,76,leafbag_8,20,1656
leafbag,4,2,N= 9,1/2 Inch,2020-03-16,2020,76,leafbag_9,20,1760
leafbag,3,2,N= 10,1/2 Inch,2020-03-16,2020,76,leafbag_10,20,966
leafbag,2,2,N= 11,1/2 Inch,2020-03-16,2020,76,leafbag_11,20,966
leafbag,1,2,N= 12,1/2 Inch,2020-03-16,2020,76,leafbag_12,20,1587
leafbag,1,1,N= 13,1/2 Inch,2020-03-16,2020,76,leafbag_13,20,448
leafbag,3,1,N= 14,1/2 Inch,2020-03-16,2020,76,leafbag_14,20,656
leafbag,4,1,N= 15,1/2 Inch,2020-03-16,2020,76,leafbag_15,20,1518
leafbag,5,1,N= 16,1/2 Inch,2020-03-16,2020,76,leafbag_16,20,1449
OG,1,4,N= 1,1/2 Inch,2020-03-16,2020,76,OG_1,20,656
OG,2,4,N= 2,1/2 Inch,2020-03-16,2020,76,OG_2,20,759
OG,3,4,N= 3,1/2 Inch,2020-03-16,2020,76,OG_3,20,966
OG,4,4,N= 4,1/2 Inch,2020-03-16,2020,76,OG_4,20,1173
OG,4,4,N= 6,1/2 Inch,2020-03-16,2020,76,OG_6,20,NA
OG,4,4,N= 7,1/2 Inch,2020-03-16,2020,76,OG_7,20,1346
OG,4,3,N= 8,1/2 Inch,2020-03-16,2020,76,OG_8,20,759
OG,3,3,N= 9,1/2 Inch,2020-03-16,2020,76,OG_9,20,966
OG,2,3,N= 10,1/2 Inch,2020-03-16,2020,76,OG_10,20,932
OG,2,2,N= 11,1/2 Inch,2020-03-16,2020,76,OG_11,20,1242
OG,3,2,N= 12,1/2 Inch,2020-03-16,2020,76,OG_12,20,1000
OG,4,1,N= 14,1/2 Inch,2020-03-16,2020,76,OG_14,20,1449
OG,3,1,N= 15,1/2 Inch,2020-03-16,2020,76,OG_15,20,1000
OG,2,1,N= 17,1/2 Inch,2020-03-16,2020,76,OG_17,20,828
prairie-trees,2,1,N= 2,1/2 Inch,2020-03-16,2020,76,prairie-trees_2,20,1449
prairie-trees,3,1,N= 3,1/2 Inch,2020-03-16,2020,76,prairie-trees_3,20,1690
prairie-trees,3,2,N= 4,1/2 Inch,2020-03-16,2020,76,prairie-trees_4,20,1311
prairie-trees,3,3,N= 5,1/2 Inch,2020-03-16,2020,76,prairie-trees_5,20,862
prairie-trees,3,4,N= 6,1/2 Inch,2020-03-16,2020,76,prairie-trees_6,20,897
prairie-trees,3,5,N= 7,1/2 Inch,2020-03-16,2020,76,prairie-trees_7,20,1414
berries,1,1,N= 1,1/2 Inch,2020-03-16,2020,76,berries_1,20,932
berries,2,1,N= 2,1/2 Inch,2020-03-16,2020,76,berries_2,20,932
berries,3,1,N= 3,1/2 Inch,2020-03-16,2020,76,berries_3,20,794
vineyard,3,1,N= 1,1/2 Inch,2020-03-16,2020,76,vineyard_1,20,1690
vineyard,2,1,N= 2,1/2 Inch,2020-03-16,2020,76,vineyard_2,20,1311
vineyard,1,1,N= 3,1/2 Inch,2020-03-16,2020,76,vineyard_3,20,1070
vineyard,1,2,N= 4,1/2 Inch,2020-03-16,2020,76,vineyard_4,20,862
vineyard,2,2,N= 5,1/2 Inch,2020-03-16,2020,76,vineyard_5,20,1070
vineyard,3,2,N= 6,1/2 Inch,2020-03-16,2020,76,vineyard_6,20,1346
vineyard,3,3,N= 7,1/2 Inch,2020-03-16,2020,76,vineyard_7,20,1000
vineyard,2,3,N= 8,1/2 Inch,2020-03-16,2020,76,vineyard_8,20,1070
vineyard,1,3,N= 9,1/2 Inch,2020-03-16,2020,76,vineyard_9,20,794
broccoli,1,1,N= 1,1/2 Inch,2020-03-16,2020,76,broccoli_1,22.5,1449
broccoli,1,2,N= 2,1/2 Inch,2020-03-16,2020,76,broccoli_2,22.5,1242
broccoli,1,3,N= 3,1/2 Inch,2020-03-16,2020,76,broccoli_3,22.5,1311
broccoli,1,4,N= 4,1/2 Inch,2020-03-16,2020,76,broccoli_4,22.5,1173
broccoli,1,5,N= 5,1/2 Inch,2020-03-16,2020,76,broccoli_5,22.5,1104
broccoli,2,5,N= 6,1/2 Inch,2020-03-16,2020,76,broccoli_6,22.5,1828
broccoli,2,4,N= 7,1/2 Inch,2020-03-16,2020,76,broccoli_7,22.5,1690
broccoli,2,3,N= 8,1/2 Inch,2020-03-16,2020,76,broccoli_8,22.5,1552
broccoli,2,2,N= 9,1/2 Inch,2020-03-16,2020,76,broccoli_9,22.5,1898
broccoli,2,1,N= 10,1/2 Inch,2020-03-16,2020,76,broccoli_10,22.5,1518
broccoli,3,1,N= 11,1/2 Inch,2020-03-16,2020,76,broccoli_11,22.5,1449
broccoli,3,3,N= 13,1/2 Inch,2020-03-16,2020,76,broccoli_13,22.5,1622
broccoli,3,4,N= 15,1/2 Inch,2020-03-16,2020,76,broccoli_15,22.5,1552
broccoli,3,5,N= 17,1/2 Inch,2020-03-16,2020,76,broccoli_17,22.5,1242
leafbag,2,3,N= 2,1/2 Inch,2020-03-16,2020,76,leafbag_2,22.5,1863
leafbag,3,3,N= 3,1/2 Inch,2020-03-16,2020,76,leafbag_3,22.5,1518
leafbag,4,3,N= 5,1/2 Inch,2020-03-16,2020,76,leafbag_5,22.5,NA
leafbag,4,3,N= 6,1/2 Inch,2020-03-16,2020,76,leafbag_6,22.5,1898
leafbag,5,2,N= 8,1/2 Inch,2020-03-16,2020,76,leafbag_8,22.5,1449
leafbag,4,2,N= 9,1/2 Inch,2020-03-16,2020,76,leafbag_9,22.5,2001
leafbag,3,2,N= 10,1/2 Inch,2020-03-16,2020,76,leafbag_10,22.5,1000
